tiempo E_cin E_pot E_tot Presion
0.936755 103.975 -185.225 -81.2496 1638.48
0.937005 103.269 -184.511 -81.2416 1642.82
0.937255 102.808 -184.041 -81.2338 1645.7
0.937505 102.625 -183.852 -81.2261 1646.99
0.937755 102.732 -183.95 -81.2184 1646.52
0.938005 103.112 -184.323 -81.2105 1644.36
0.938255 103.733 -184.936 -81.2024 1640.82
0.938505 104.547 -185.741 -81.194 1636.11
0.938755 105.498 -186.683 -81.1854 1630.53
0.939005 106.53 -187.706 -81.1765 1624.48
0.939255 107.589 -188.756 -81.1674 1618.22
0.939505 108.629 -189.787 -81.1581 1612.06
0.939755 109.608 -190.757 -81.1486 1606.22
0.940005 110.493 -191.632 -81.1391 1600.96
0.940255 111.256 -192.385 -81.1294 1596.33
0.940505 111.871 -192.99 -81.1196 1592.63
0.940755 112.319 -193.428 -81.1098 1589.88
0.941005 112.583 -193.683 -81.0998 1588.29
0.941255 112.657 -193.746 -81.0897 1587.81
0.941505 112.539 -193.619 -81.0795 1588.44
0.941755 112.244 -193.314 -81.0693 1590.13
0.942005 111.799 -192.858 -81.0593 1592.74
0.942255 111.245 -192.294 -81.0493 1595.98
0.942505 110.633 -191.673 -81.0395 1599.55
0.942755 110.022 -191.052 -81.03 1603.18
0.943005 109.468 -190.488 -81.0206 1606.6
0.943255 109.014 -190.025 -81.0112 1609.46
0.943505 108.689 -189.691 -81.0019 1611.66
0.943755 108.5 -189.493 -80.9925 1613.05
0.944005 108.443 -189.426 -80.9829 1613.82
0.944255 108.501 -189.475 -80.9732 1613.94
0.944505 108.655 -189.618 -80.9634 1613.61
0.944755 108.882 -189.835 -80.9534 1612.92
0.945005 109.155 -190.098 -80.9432 1612.04
0.945255 109.436 -190.369 -80.9328 1611.22
0.945505 109.676 -190.598 -80.9221 1610.71
0.945755 109.817 -190.728 -80.9111 1610.83
0.946005 109.801 -190.7 -80.8997 1611.91
0.946255 109.578 -190.466 -80.888 1614.27
0.946505 109.12 -189.996 -80.8761 1617.94
0.946755 108.423 -189.287 -80.8642 1623.02
0.947005 107.511 -188.364 -80.8524 1629.3
0.947255 106.434 -187.275 -80.8408 1636.46
0.947505 105.259 -186.089 -80.8295 1644.09
0.947755 104.067 -184.885 -80.8186 1651.74
0.948005 102.94 -183.748 -80.8079 1658.9
0.948255 101.958 -182.756 -80.7975 1665.05
0.948505 101.188 -181.975 -80.7873 1669.86
0.948755 100.681 -181.458 -80.7772 1672.99
0.949005 100.469 -181.236 -80.7672 1674.19
0.949255 100.563 -181.32 -80.7571 1673.51
0.949505 100.944 -181.691 -80.7469 1670.98
0.949755 101.568 -182.304 -80.7363 1666.91
0.950005 102.361 -183.086 -80.7253 1661.69
0.950255 103.231 -183.945 -80.7137 1655.89
0.950505 104.083 -184.785 -80.7017 1650.02
0.950755 104.836 -185.526 -80.6893 1644.59
0.951005 105.449 -186.126 -80.6768 1639.83
0.951255 105.932 -186.597 -80.6646 1635.68
0.951505 106.354 -187.007 -80.653 1631.82
0.951755 106.832 -187.474 -80.6421 1627.63
0.952005 107.502 -188.134 -80.6322 1622.43
0.952255 108.477 -189.1 -80.6228 1615.62
0.952505 109.805 -190.419 -80.6136 1606.89
0.952755 111.443 -192.047 -80.6041 1596.6
0.953005 113.265 -193.859 -80.594 1585.49
0.953255 115.101 -195.684 -80.583 1574.45
0.953505 116.774 -197.345 -80.5714 1564.55
0.953755 118.139 -198.698 -80.5593 1556.59
0.954005 119.098 -199.645 -80.547 1551.04
0.954255 119.604 -200.138 -80.5347 1548.25
0.954505 119.649 -200.172 -80.5227 1548.21
0.954755 119.262 -199.773 -80.5109 1550.83
0.955005 118.495 -198.995 -80.4995 1555.79
0.955255 117.42 -197.909 -80.4885 1562.69
0.955505 116.121 -196.599 -80.4779 1570.96
0.955755 114.686 -195.154 -80.4678 1580.1
0.956005 113.202 -193.66 -80.4579 1589.66
0.956255 111.74 -192.189 -80.4483 1599.17
0.956505 110.353 -190.792 -80.4388 1608.28
0.956755 109.068 -189.497 -80.4293 1616.91
0.957005 107.89 -188.31 -80.4196 1624.93
0.957255 106.802 -187.212 -80.4097 1632.37
0.957505 105.774 -186.174 -80.3995 1639.41
0.957755 104.767 -185.156 -80.3889 1646.26
0.958005 103.745 -184.123 -80.3781 1653.09
0.958255 102.681 -183.048 -80.3671 1659.99
0.958505 101.57 -181.926 -80.356 1667.07
0.958755 100.431 -180.776 -80.345 1674.11
0.959005 99.3094 -179.644 -80.3343 1680.86
0.959255 98.2664 -178.59 -80.3239 1686.93
0.959505 97.3729 -177.687 -80.3138 1691.98
0.959755 96.6963 -177 -80.3041 1695.59
0.960005 96.2929 -176.588 -80.2947 1697.42
0.960255 96.2037 -176.489 -80.2855 1697.25
0.960505 96.4531 -176.73 -80.2764 1694.94
0.960755 97.0487 -177.316 -80.2674 1690.48
0.961005 97.9797 -178.238 -80.2583 1683.94
0.961255 99.2177 -179.467 -80.2492 1675.56
0.961505 100.717 -180.957 -80.24 1665.57
0.961755 102.418 -182.648 -80.2305 1654.33
0.962005 104.252 -184.473 -80.2209 1642.33
0.962255 106.145 -186.356 -80.211 1630.01
0.962505 108.018 -188.219 -80.2009 1617.88
0.962755 109.79 -189.98 -80.1904 1606.5
0.963005 111.371 -191.55 -80.1796 1596.41
0.963255 112.668 -192.837 -80.1684 1588.2
0.963505 113.589 -193.746 -80.1568 1582.37
0.963755 114.044 -194.189 -80.1448 1579.47
0.964005 113.964 -194.096 -80.1324 1579.86
0.964255 113.303 -193.423 -80.1198 1583.89
0.964505 112.054 -192.161 -80.1073 1591.53
0.964755 110.248 -190.343 -80.0949 1602.52
0.965005 107.964 -188.047 -80.0829 1616.42
0.965255 105.317 -185.388 -80.0716 1632.51
0.965505 102.459 -182.52 -80.061 1649.89
0.965755 99.5636 -179.615 -80.0513 1667.59
0.966005 96.8108 -176.853 -80.0425 1684.48
0.966255 94.3723 -174.407 -80.0344 1699.58
0.966505 92.3938 -172.421 -80.027 1711.98
0.966755 90.9818 -171.002 -80.0199 1721.05
0.967005 90.1939 -170.207 -80.013 1726.38
0.967255 90.0356 -170.041 -80.0059 1727.9
0.967505 90.4649 -170.463 -79.9984 1725.91
0.967755 91.4017 -171.392 -79.9905 1720.82
0.968005 92.7419 -172.724 -79.9819 1713.16
0.968255 94.3727 -174.346 -79.9728 1703.58
0.968505 96.1865 -176.15 -79.9632 1692.76
0.968755 98.0921 -178.045 -79.9533 1681.19
0.969005 100.022 -179.965 -79.9433 1669.37
0.969255 101.932 -181.865 -79.9332 1657.43
0.969505 103.801 -183.724 -79.9232 1645.68
0.969755 105.624 -185.537 -79.9133 1634.11
0.970005 107.399 -187.303 -79.9036 1622.8
0.970255 109.123 -189.017 -79.894 1611.85
0.970505 110.778 -190.663 -79.8844 1601.32
0.970755 112.335 -192.21 -79.8747 1591.4
0.971005 113.749 -193.614 -79.8648 1582.5
0.971255 114.966 -194.82 -79.8547 1574.79
0.971505 115.93 -195.774 -79.8444 1568.75
0.971755 116.595 -196.429 -79.8338 1564.61
0.972005 116.928 -196.751 -79.8232 1562.51
0.972255 116.916 -196.729 -79.8125 1562.54
0.972505 116.569 -196.371 -79.802 1564.65
0.972755 115.914 -195.706 -79.7916 1568.67
0.973005 114.998 -194.78 -79.7815 1574.35
0.973255 113.879 -193.651 -79.7717 1581.35
0.973505 112.622 -192.384 -79.7622 1589.23
0.973755 111.292 -191.045 -79.7529 1597.62
0.974005 109.951 -189.695 -79.7439 1606.14
0.974255 108.654 -188.389 -79.7351 1614.47
0.974505 107.446 -187.172 -79.7263 1622.37
0.974755 106.362 -186.08 -79.7177 1629.59
0.975005 105.428 -185.137 -79.7091 1635.83
0.975255 104.662 -184.363 -79.7004 1641.1
0.975505 104.073 -183.765 -79.6918 1645.39
0.975755 103.66 -183.343 -79.6831 1648.57
0.976005 103.406 -183.08 -79.6742 1650.71
0.976255 103.282 -182.947 -79.6652 1652.04
0.976505 103.249 -182.905 -79.6559 1652.8
0.976755 103.26 -182.906 -79.6463 1653.17
0.977005 103.266 -182.903 -79.6365 1653.46
0.977255 103.229 -182.856 -79.6266 1653.95
0.977505 103.118 -182.735 -79.6165 1654.77
0.977755 102.917 -182.524 -79.6064 1656
0.978005 102.624 -182.221 -79.5963 1657.64
0.978255 102.249 -181.835 -79.5863 1659.68
0.978505 101.814 -181.39 -79.5765 1661.96
0.978755 101.351 -180.918 -79.5669 1664.37
0.979005 100.904 -180.462 -79.5575 1666.6
0.979255 100.523 -180.071 -79.5484 1668.36
0.979505 100.265 -179.804 -79.5397 1669.27
0.979755 100.186 -179.717 -79.5312 1669.17
0.980005 100.337 -179.86 -79.523 1667.6
0.980255 100.756 -180.271 -79.5149 1664.44
0.980505 101.462 -180.969 -79.5069 1659.6
0.980755 102.449 -181.948 -79.4989 1653.12
0.981005 103.69 -183.18 -79.4906 1645.16
0.981255 105.132 -184.614 -79.4821 1636.02
0.981505 106.712 -186.185 -79.4732 1626.06
0.981755 108.356 -187.82 -79.464 1615.83
0.982005 109.989 -189.444 -79.4544 1605.67
0.982255 111.543 -190.988 -79.4446 1596.07
0.982505 112.956 -192.391 -79.4345 1587.38
0.982755 114.174 -193.598 -79.4242 1579.98
0.983005 115.151 -194.565 -79.4137 1574.11
0.983255 115.847 -195.251 -79.4031 1570.07
0.983505 116.228 -195.62 -79.3923 1568.04
0.983755 116.264 -195.645 -79.3814 1568.17
0.984005 115.936 -195.307 -79.3703 1570.67
0.984255 115.236 -194.596 -79.3592 1575.54
0.984505 114.172 -193.52 -79.3481 1582.62
0.984755 112.768 -192.105 -79.3371 1591.88
0.985005 111.065 -190.392 -79.3262 1602.95
0.985255 109.123 -188.439 -79.3155 1615.49
0.985505 107.015 -186.32 -79.3052 1629.06
0.985755 104.822 -184.117 -79.2951 1643.09
0.986005 102.635 -181.921 -79.2854 1657.08
0.986255 100.547 -179.823 -79.2761 1670.43
0.986505 98.6503 -177.917 -79.2671 1682.58
0.986755 97.0319 -176.29 -79.2585 1692.96
0.987005 95.7713 -175.021 -79.2501 1701.07
0.987255 94.9351 -174.177 -79.2421 1706.53
0.987505 94.5726 -173.807 -79.2342 1709.01
0.987755 94.7124 -173.939 -79.2264 1708.38
0.988005 95.3589 -174.577 -79.2186 1704.61
0.988255 96.4905 -175.701 -79.2106 1697.88
0.988505 98.0594 -177.262 -79.2025 1688.32
0.988755 99.994 -179.188 -79.194 1676.48
0.989005 102.203 -181.388 -79.1851 1662.88
0.989255 104.583 -183.759 -79.1758 1648.16
0.989505 107.026 -186.192 -79.1661 1632.98
0.989755 109.428 -188.584 -79.156 1617.97
0.990005 111.695 -190.841 -79.1456 1603.66
0.990255 113.746 -192.881 -79.1349 1590.54
0.990505 115.517 -194.641 -79.124 1579.12
0.990755 116.961 -196.074 -79.113 1569.63
0.991005 118.054 -197.156 -79.1019 1562.25
0.991255 118.792 -197.883 -79.0909 1557.01
0.991505 119.196 -198.276 -79.08 1553.78
0.991755 119.309 -198.378 -79.0693 1552.43
0.992005 119.192 -198.251 -79.0589 1552.56
0.992255 118.92 -197.969 -79.0489 1553.79
0.992505 118.569 -197.608 -79.0391 1555.71
0.992755 118.198 -197.228 -79.0296 1557.85
0.993005 117.843 -196.863 -79.02 1560.21
0.993255 117.501 -196.511 -79.0102 1562.67
0.993505 117.134 -196.134 -79 1565.46
0.993755 116.68 -195.669 -78.9893 1568.9
0.994005 116.063 -195.041 -78.9781 1573.5
0.994255 115.22 -194.186 -78.9664 1579.41
0.994505 114.11 -193.065 -78.9546 1586.95
0.994755 112.732 -191.675 -78.9427 1596.05
0.995005 111.122 -190.053 -78.9311 1606.56
0.995255 109.347 -188.267 -78.9199 1618.03
0.995505 107.499 -186.409 -78.9092 1629.92
0.995755 105.676 -184.575 -78.899 1641.68
0.996005 103.967 -182.856 -78.8892 1652.75
0.996255 102.447 -181.326 -78.8796 1662.75
0.996505 101.164 -180.034 -78.8703 1671.39
0.996755 100.143 -179.004 -78.861 1678.47
0.997005 99.3885 -178.24 -78.8516 1683.96
0.997255 98.887 -177.729 -78.8422 1687.91
0.997505 98.6171 -177.45 -78.8326 1690.45
0.997755 98.5513 -177.374 -78.823 1691.72
0.998005 98.6594 -177.473 -78.8132 1691.94
0.998255 98.909 -177.712 -78.8034 1691.25
0.998505 99.2666 -178.06 -78.7935 1689.85
0.998755 99.697 -178.481 -78.7835 1687.94
0.999005 100.164 -178.938 -78.7735 1685.75
0.999255 100.633 -179.397 -78.7634 1683.52
0.999505 101.07 -179.824 -78.7532 1681.41
0.999755 101.447 -180.19 -78.7429 1679.64
